4.435000000000000000e+03 8.870000000000000107e-01 1.000000000000000056e-01
4.436000000000000000e+03 8.871999999999999886e-01 1.000000000000000056e-01
4.437000000000000000e+03 8.874000000000000776e-01 1.000000000000000056e-01
4.438000000000000000e+03 8.876000000000000556e-01 1.000000000000000056e-01
4.439000000000000000e+03 8.878000000000000336e-01 1.000000000000000056e-01
4.440000000000000000e+03 8.880000000000000115e-01 1.000000000000000056e-01
4.441000000000000000e+03 8.881999999999999895e-01 1.000000000000000056e-01
4.442000000000000000e+03 8.884000000000000785e-01 1.000000000000000056e-01
4.443000000000000000e+03 8.886000000000000565e-01 1.000000000000000056e-01
4.444000000000000000e+03 8.888000000000000345e-01 1.000000000000000056e-01
4.445000000000000000e+03 8.890000000000000124e-01 1.000000000000000056e-01
4.446000000000000000e+03 8.891999999999999904e-01 1.000000000000000056e-01
4.447000000000000000e+03 8.894000000000000794e-01 1.000000000000000056e-01
4.448000000000000000e+03 8.896000000000000574e-01 1.000000000000000056e-01
4.449000000000000000e+03 8.898000000000000353e-01 1.000000000000000056e-01
4.450000000000000000e+03 8.900000000000000133e-01 1.000000000000000056e-01
4.451000000000000000e+03 8.901999999999999913e-01 1.000000000000000056e-01
4.452000000000000000e+03 8.904000000000000803e-01 1.000000000000000056e-01
4.453000000000000000e+03 8.906000000000000583e-01 1.000000000000000056e-01
4.454000000000000000e+03 8.908000000000000362e-01 1.000000000000000056e-01
4.455000000000000000e+03 8.910000000000000142e-01 1.000000000000000056e-01
4.456000000000000000e+03 8.911999999999999922e-01 1.000000000000000056e-01
4.457000000000000000e+03 8.914000000000000812e-01 1.000000000000000056e-01
4.458000000000000000e+03 8.916000000000000592e-01 1.000000000000000056e-01
4.459000000000000000e+03 8.918000000000000371e-01 1.000000000000000056e-01
4.460000000000000000e+03 8.920000000000000151e-01 1.000000000000000056e-01
4.461000000000000000e+03 8.921999999999999931e-01 1.000000000000000056e-01
4.462000000000000000e+03 8.924000000000000821e-01 1.000000000000000056e-01
4.463000000000000000e+03 8.926000000000000600e-01 1.000000000000000056e-01
4.464000000000000000e+03 8.928000000000000380e-01 1.000000000000000056e-01
4.465000000000000000e+03 8.930000000000000160e-01 1.000000000000000056e-01
4.466000000000000000e+03 8.931999999999999940e-01 1.000000000000000056e-01
4.467000000000000000e+03 8.934000000000000830e-01 1.000000000000000056e-01
4.468000000000000000e+03 8.936000000000000609e-01 1.000000000000000056e-01
4.469000000000000000e+03 8.938000000000000389e-01 1.000000000000000056e-01
4.470000000000000000e+03 8.940000000000000169e-01 1.000000000000000056e-01
4.471000000000000000e+03 8.941999999999999948e-01 1.000000000000000056e-01
4.472000000000000000e+03 8.944000000000000838e-01 1.000000000000000056e-01
4.473000000000000000e+03 8.946000000000000618e-01 1.000000000000000056e-01
4.474000000000000000e+03 8.948000000000000398e-01 1.000000000000000056e-01
4.475000000000000000e+03 8.950000000000000178e-01 1.000000000000000056e-01
4.476000000000000000e+03 8.951999999999999957e-01 1.000000000000000056e-01
4.477000000000000000e+03 8.954000000000000847e-01 1.000000000000000056e-01
4.478000000000000000e+03 8.956000000000000627e-01 1.000000000000000056e-01
4.479000000000000000e+03 8.958000000000000407e-01 1.000000000000000056e-01
4.480000000000000000e+03 8.960000000000000187e-01 1.000000000000000056e-01
4.481000000000000000e+03 8.961999999999999966e-01 1.000000000000000056e-01
4.482000000000000000e+03 8.964000000000000856e-01 1.000000000000000056e-01
4.483000000000000000e+03 8.966000000000000636e-01 1.000000000000000056e-01
4.484000000000000000e+03 8.968000000000000416e-01 1.000000000000000056e-01
4.485000000000000000e+03 8.970000000000000195e-01 1.000000000000000056e-01
4.486000000000000000e+03 8.971999999999999975e-01 1.000000000000000056e-01
4.487000000000000000e+03 8.974000000000000865e-01 1.000000000000000056e-01
4.488000000000000000e+03 8.976000000000000645e-01 1.000000000000000056e-01
4.489000000000000000e+03 8.978000000000000425e-01 1.000000000000000056e-01
4.490000000000000000e+03 8.980000000000000204e-01 1.000000000000000056e-01
4.491000000000000000e+03 8.981999999999999984e-01 1.000000000000000056e-01
4.492000000000000000e+03 8.984000000000000874e-01 1.000000000000000056e-01
4.493000000000000000e+03 8.986000000000000654e-01 1.000000000000000056e-01
4.494000000000000000e+03 8.988000000000000433e-01 1.000000000000000056e-01
4.495000000000000000e+03 8.990000000000000213e-01 1.000000000000000056e-01
4.496000000000000000e+03 8.991999999999999993e-01 1.000000000000000056e-01
4.497000000000000000e+03 8.994000000000000883e-01 1.000000000000000056e-01
4.498000000000000000e+03 8.996000000000000663e-01 1.000000000000000056e-01
4.499000000000000000e+03 8.998000000000000442e-01 1.000000000000000056e-01
4.500000000000000000e+03 9.000000000000000222e-01 1.000000000000000056e-01
4.501000000000000000e+03 9.002000000000000002e-01 1.000000000000000056e-01
4.502000000000000000e+03 9.004000000000000892e-01 1.000000000000000056e-01
